url,name,ingredient
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1 teaspoon finely grated orange zest
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,"3/4 cup raisins, diced apricots, and/or cranberries, alone or in combination"
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,"2 1/2 cups self-rising flour, plus extra for flouring your surface"
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,"2 teaspoons sugar, optional"
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1/2 teaspoon kosher salt
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,4 tablespoons vegetable shortening (see Recipe Note)
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,"4 tablespoons butter, cut into cubes, chilled"
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,"1 cup chilled buttermilk, plus 1 to 2 tablespoons more, as needed"
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,"1 tablespoon melted butter, optional, to brush on top of biscuits after baking"
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1 pound sage-flavored pork sausage
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1/4 cup finely chopped white or yellow onion
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,6 tablespoons all-purpose flour
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,4 cups whole milk
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1/2 teaspoon poultry seasoning
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1/4 teaspoon ground nutmeg
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1/4 teaspoon salt
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1 to 2 dashes Worcestershire sauce
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,"1 to 2 dashes Tabasco sauce, cayenne pepper, or other hot sauce"
https://www.simplyrecipes.com/recipes/buttermilk_biscuits_and_sausage_gravy/,Biscuits and Gravy,1 to 2 tablespoons butter or bacon grease (if needed)
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,"8 tablespoons (1 stick) unsalted butter, melted and cooled, divided"
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,2 1/2 cup (313g) all-purpose flour
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,1 tablespoon baking powder
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,1 teaspoon baking soda
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,1/2 teaspoon salt
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,1/2 cup brown sugar
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,2 cups buttermilk
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,2 large eggs
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,1 teaspoon vanilla extract
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,1 teaspoon finely grated lemon zest
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,"1 cup blueberries, divided"
https://www.simplyrecipes.com/sheet-pan-buttermilk-pancakes-recipe-7095837,Sheet Pan Buttermilk Pancakes ,"1 cup raspberries, divided"
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1 1/4 cup (175g) all-purpose flour
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1/2 teaspoon kosher salt
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1/2 teaspoon white sugar
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,"1/2 cup (115g) cold unsalted butter, cut into 1/2-inch cubes"
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,3 to 4 tablespoons water
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1 1/2 cups (210g) all-purpose flour
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1/2 cup (110g) packed dark brown sugar
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1 teaspoon ground cinnamon
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1/2 teaspoon ground nutmeg
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,1/4 teaspoon kosher salt
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,"1/2 cup (115g) cold unsalted butter, cut into 1/2-inch cubes"
https://www.simplyrecipes.com/recipes/shoofly_pie/,Shoofly Pie,"3/4 cup (230g) molasses, light or regular strength"
